obvod,číslo,název,poř. číslo,"příjmení, jméno, tituly",věk,navrh. strana,polit. přísl.,abs.,v %,pořadí,mandát
5,1,SPOLEČNĚ PRO OLOMOUC,4,Heglas Jan,53,NK,BEZPP,303,"9,40",-,-
5,4,NEZ.DEMOKRATÉ(předs.V.Železný),1,Hejda Peter Ing.,42,NEZ/DEM,NEZ/DEM,43,"11,40",-,-
5,9,Křesť.demokr.unie-Čs.str.lid.,6,Hejnarová Eva PhDr.,67,KDU-ČSL,KDU-ČSL,423,"10,95",5,-
5,5,Občanská demokratická strana,3,Hejtmánek Pavel MUDr.,36,ODS,ODS,2 151,"11,62",3,*
1,4,SPOLEČNĚ PRO OLOMOUC,6,Hladík Stanislav Ing.,43,NK,BEZPP,264,"10,34",-,-
3,1,Republikáni Miroslava Sládka,3,Hlivková Pavlína,38,RMS,BEZPP,14,"11,57",-,-
4,6,"Koalice SOS, SNK ED, Z",5,Hloužek Petr,54,SOS,SOS,249,"11,29",-,-
3,8,"Koalice SOS, SNK ED, Z",5,Holický Rostislav Mgr.,47,SNK ED,BEZPP,215,"9,38",-,-
5,5,Občanská demokratická strana,2,Holpuch Jan RNDr. Ph.D.,34,ODS,ODS,2 158,"11,65",2,*
3,8,"Koalice SOS, SNK ED, Z",3,Holzer Miloš RNDr.,55,"""Z""",BEZPP,368,"16,06",-,-
5,2,Strana zelených,7,Horáčková Jana,41,SZ,BEZPP,399,"9,68",6,-
3,4,Křesť.demokr.unie-Čs.str.lid.,7,Horák Petr Mgr.,59,KDU-ČSL,KDU-ČSL,332,"10,01",6,-
3,5,Strana zelených,3,Horský František,59,SZ,BEZPP,306,"11,48",-,-
3,6,Komunistická str.Čech a Moravy,3,Hrachovcová Hana,41,KSČM,BEZPP,626,"11,52",2,-
4,2,SPOLEČNĚ PRO OLOMOUC,3,Hroch Petr Mgr.,36,NK,BEZPP,370,"11,85",-,-
4,2,SPOLEČNĚ PRO OLOMOUC,5,Hromada Robert Mgr.,37,NK,BEZPP,317,"10,16",-,-
5,2,Strana zelených,1,Hrstková Edita Ing.,42,SZ,SZ,553,"13,41",1,*
5,1,SPOLEČNĚ PRO OLOMOUC,7,Hruška Evžen,58,NK,BEZPP,289,"8,97",-,-
1,6,"Koalice SOS, SNK ED, Z",9,Hudeček Michal Mgr.,30,SNK ED,BEZPP,261,"9,31",-,-
2,2,"Koalice SOS, SNK ED, Z",8,Humplíková Michaela Bc.,25,SNK ED,BEZPP,170,"8,98",-,-
3,9,Česká str.sociálně demokrat.,2,Hušek Václav Mgr.,62,ČSSD,ČSSD,1 271,"11,81",2,*
1,10,Republikáni Miroslava Sládka,3,Ilgner Vladimír Ing.,65,RMS,BEZPP,11,"15,06",-,-
4,3,Česká str.sociálně demokrat.,7,Ivanová Kateřina Mgr. Ph.D.,51,ČSSD,ČSSD,1 193,"10,92",4,-
1,8,NEZ.DEMOKRATÉ(předs.V.Železný),5,Jabůrek Ladislav MUDr.,54,NEZ/DEM,BEZPP,55,"10,14",-,-
4,4,Komunistická str.Čech a Moravy,8,Jadrná Antonie,60,KSČM,KSČM,549,"10,55",7,-
2,3,SPOLEČNĚ PRO OLOMOUC,9,Janeček Jiří,52,NK,BEZPP,233,"8,47",-,-
3,10,NEZ.DEMOKRATÉ(předs.V.Železný),6,Janečková Ivana,48,NEZ/DEM,BEZPP,72,"11,19",-,-
5,2,Strana zelených,5,Jelínek Martin,22,SZ,BEZPP,435,"10,55",4,-
3,3,Občanská demokratická strana,3,Jelínek Pavel Ing. Ph.D.,43,ODS,ODS,1 746,"11,89",3,*
1,3,Česká str.sociálně demokrat.,9,Jelínek Tomáš,33,ČSSD,ČSSD,1 035,"9,84",7,-
2,10,Republikáni Miroslava Sládka,2,Jelínková Lenka Mgr.,40,RMS,BEZPP,36,"23,22",-,-
1,6,"Koalice SOS, SNK ED, Z",5,Jeništová Ivana,58,SOS,BEZPP,328,"11,71",-,-
5,6,Komunistická str.Čech a Moravy,2,Jeřábek Stanislav,56,KSČM,KSČM,642,"12,03",1,-
3,7,SPOLEČNĚ PRO OLOMOUC,1,John Václav Dr.Ing.,47,NK,BEZPP,385,"16,01",-,-
2,3,SPOLEČNĚ PRO OLOMOUC,6,"Juráň Jan Ing. MBA.,",56,NK,BEZPP,285,"10,36",-,-
3,4,Křesť.demokr.unie-Čs.str.lid.,5,Kacanu Eva,41,KDU-ČSL,BEZPP,352,"10,61",4,-
1,8,NEZ.DEMOKRATÉ(předs.V.Železný),4,Kaczmarzyk Martin MUDr.,46,NEZ/DEM,BEZPP,72,"13,28",-,-
5,1,SPOLEČNĚ PRO OLOMOUC,1,Kaděrka Oto Ing.,42,NK,BEZPP,529,"16,42",-,-
4,6,"Koalice SOS, SNK ED, Z",3,Kadlec Ján,56,"""Z""",BEZPP,201,"9,11",-,-
4,8,NEZ.DEMOKRATÉ(předs.V.Železný),3,Kalianko Josef,55,NEZ/DEM,BEZPP,37,"9,20",-,-
1,2,Křesť.demokr.unie-Čs.str.lid.,7,Kalman Josef Ing.,64,KDU-ČSL,KDU-ČSL,478,"10,46",6,-
3,4,Křesť.demokr.unie-Čs.str.lid.,6,Kalmanová Jarmila,64,KDU-ČSL,KDU-ČSL,329,"9,92",5,-
1,9,Občanská demokratická strana,5,Kaněčková Hana,45,ODS,ODS,2 077,"11,12",5,*
2,5,Komunistická str.Čech a Moravy,2,Kania Jindřich PaeDr.,53,KSČM,KSČM,783,"12,49",1,*
4,1,Občanská demokratická strana,5,Karger Miloslav,66,ODS,ODS,1 821,"11,00",1,-
2,9,NEZ.DEMOKRATÉ(předs.V.Železný),3,Katbeh Moutaz MUDr.,44,NEZ/DEM,BEZPP,56,"9,30",-,-
4,3,Česká str.sociálně demokrat.,9,Kejík Michal,46,ČSSD,ČSSD,1 075,"9,84",6,-
1,5,Strana zelených,7,Kirkelovski Andreas,21,SZ,BEZPP,346,"9,94",-,-
5,2,Strana zelených,4,Kirschbaum Martin Ing.,40,SZ,BEZPP,476,"11,55",3,-
3,8,"Koalice SOS, SNK ED, Z",9,Klásek Petr,40,"""Z""",BEZPP,156,"6,81",-,-
3,7,SPOLEČNĚ PRO OLOMOUC,4,Klementa Bronislav MUDr.,40,NK,BEZPP,320,"13,31",-,-
2,2,"Koalice SOS, SNK ED, Z",9,Klos Robert Mgr.,27,SNK ED,BEZPP,141,"7,45",-,-
1,3,Česká str.sociálně demokrat.,4,Knapp Miloš Ing.,40,ČSSD,ČSSD,1 196,"11,37",2,-
4,7,Křesť.demokr.unie-Čs.str.lid.,7,Kolář Pavel Ing.,48,KDU-ČSL,KDU-ČSL,438,"9,27",6,-
1,7,Moravané,2,Komínek Leopold,34,M,BEZPP,17,"21,79",-,-
5,9,Křesť.demokr.unie-Čs.str.lid.,4,Konárová Jana,40,KDU-ČSL,BEZPP,416,"10,76",3,-
3,4,Křesť.demokr.unie-Čs.str.lid.,1,Konečný Petr Mgr.Ing.,39,KDU-ČSL,KDU-ČSL,445,"13,42",1,-
5,2,Strana zelených,9,Kortiš Štefan,39,SZ,BEZPP,357,"8,66",8,-
3,3,Občanská demokratická strana,7,Kořenek Miroslav Ing.,60,ODS,ODS,1 533,"10,44",3,-
5,5,Občanská demokratická strana,1,Kosatík Ivan RNDr.,49,ODS,ODS,2 194,"11,85",1,*
1,2,Křesť.demokr.unie-Čs.str.lid.,5,Kosina Ivo,37,KDU-ČSL,KDU-ČSL,487,"10,66",4,-
5,10,Moravané,3,Koš Kamil,34,M,BEZPP,27,"14,75",-,-
3,4,Křesť.demokr.unie-Čs.str.lid.,3,Koubek Martin Ing.,36,KDU-ČSL,KDU-ČSL,361,"10,88",2,-
4,4,Komunistická str.Čech a Moravy,9,Kouřilová Rozálie,68,KSČM,BEZPP,483,"9,28",8,-
5,6,Komunistická str.Čech a Moravy,6,Koutná Naděžda,48,KSČM,BEZPP,573,"10,73",5,-
1,6,"Koalice SOS, SNK ED, Z",1,Kovaříková Dominika Mgr.,28,SOS,BEZPP,387,"13,81",-,-
2,2,"Koalice SOS, SNK ED, Z",2,Kráčmar Jiří,27,SNK ED,SNK ED,206,"10,88",-,-
3,8,"Koalice SOS, SNK ED, Z",8,Kráčmar Jiří Mgr.,52,SNK ED,BEZPP,170,"7,42",-,-
1,3,Česká str.sociálně demokrat.,7,Král Vladimír Prof. MUDr. CSc.,68,ČSSD,ČSSD,1 189,"11,30",5,-
4,5,Republikáni Miroslava Sládka,3,Králík Milan,45,RMS,BEZPP,16,"16,49",-,-
5,3,"Koalice SOS, SNK ED, Z",1,Králík Zdeněk MVDr.,61,SOS,BEZPP,422,"15,01",-,-
2,6,Občanská demokratická strana,3,Králíková Barbora Mgr.,39,ODS,ODS,2 286,"11,55",3,*
5,5,Občanská demokratická strana,5,Králíková Djamila Mgr.,39,ODS,ODS,2 070,"11,18",1,-
3,1,Republikáni Miroslava Sládka,2,Kratinová Jana,34,RMS,BEZPP,49,"40,49",-,-
4,1,Občanská demokratická strana,4,Krátký Jaroslav,34,ODS,ODS,1 864,"11,26",4,*
2,1,Česká str.sociálně demokrat.,2,Krček Antonín,58,ČSSD,ČSSD,1 827,"11,08",2,*
4,6,"Koalice SOS, SNK ED, Z",6,Krejčí Kateřina Mgr.,43,SNK ED,BEZPP,223,"10,11",-,-
4,6,"Koalice SOS, SNK ED, Z",4,Krejčí Zbyněk Ing.,61,SOS,BEZPP,228,"10,34",-,-
2,4,Strana zelených,3,Kristová Kateřina Mgr.,30,SZ,BEZPP,390,"11,97",-,-
5,7,Česká str.sociálně demokrat.,3,Kropáč Jiří Ing.,51,ČSSD,ČSSD,1 298,"11,81",1,-
3,6,Komunistická str.Čech a Moravy,1,Kropáček Antonín Ing.,43,KSČM,KSČM,676,"12,44",1,*
5,9,Křesť.demokr.unie-Čs.str.lid.,7,Krpec Jaroslav,65,KDU-ČSL,KDU-ČSL,409,"10,58",6,-
3,7,SPOLEČNĚ PRO OLOMOUC,3,Krutilová Dagmar PhDr.,44,NK,BEZPP,361,"15,01",-,-
1,3,Česká str.sociálně demokrat.,3,Krystýn Luděk Mgr.,36,ČSSD,ČSSD,1 157,"11,00",1,-
2,5,Komunistická str.Čech a Moravy,4,Křemínská Martina,18,KSČM,BEZPP,684,"10,91",3,-
4,1,Občanská demokratická strana,9,Křupková Katrin Mgr.,50,ODS,ODS,1 684,"10,17",5,-
1,3,Česká str.sociálně demokrat.,2,Kubjátová Yvona,37,ČSSD,ČSSD,1 230,"11,69",2,*
2,9,NEZ.DEMOKRATÉ(předs.V.Železný),9,Kučerová Jarmila,50,NEZ/DEM,BEZPP,46,"7,64",-,-
2,9,NEZ.DEMOKRATÉ(předs.V.Železný),6,Kulíšek Michal,35,NEZ/DEM,BEZPP,42,"6,97",-,-
5,9,Křesť.demokr.unie-Čs.str.lid.,9,Kunát Jaromír Ing.,59,KDU-ČSL,KDU-ČSL,359,"9,29",8,-
2,5,Komunistická str.Čech a Moravy,6,Kurfürst Jiří,53,KSČM,BEZPP,684,"10,91",5,-
3,4,Křesť.demokr.unie-Čs.str.lid.,2,Kvapil Pavel Mgr.,41,KDU-ČSL,KDU-ČSL,518,"15,62",1,*
4,7,Křesť.demokr.unie-Čs.str.lid.,5,Kvapil Tomáš Ing.Bc.,50,KDU-ČSL,KDU-ČSL,578,"12,23",2,-
2,6,Občanská demokratická strana,4,Kvapil Vladislav Mgr.,45,ODS,ODS,2 304,"11,64",4,*
5,6,Komunistická str.Čech a Moravy,4,Kyncl Cardová Petra Mgr.,29,KSČM,BEZPP,609,"11,41",3,-
5,7,Česká str.sociálně demokrat.,4,Labská Hana,51,ČSSD,ČSSD,1 339,"12,18",2,-
3,3,Občanská demokratická strana,6,Lahodová Ludmila MUDr.,53,ODS,ODS,1 638,"11,16",2,-
5,5,Občanská demokratická strana,6,Lach Marek Ing.,41,ODS,ODS,2 042,"11,03",2,-
4,2,SPOLEČNĚ PRO OLOMOUC,1,Langer Milan Mgr.,47,NK,BEZPP,577,"18,49",-,-
2,4,Strana zelených,1,Látal Jan Ing.,47,SZ,BEZPP,563,"17,29",-,-
5,6,Komunistická str.Čech a Moravy,9,Lebedová Aloisie PaedDr.,73,KSČM,KSČM,514,"9,63",8,-
4,7,Křesť.demokr.unie-Čs.str.lid.,8,Lexmaul Pavel,44,KDU-ČSL,KDU-ČSL,449,"9,50",7,-
2,1,Česká str.sociálně demokrat.,5,Libíček Rostislav Mgr.,64,ČSSD,ČSSD,1 833,"11,11",1,-
5,6,Komunistická str.Čech a Moravy,3,Lindner Lothar Ing.,65,KSČM,KSČM,593,"11,11",2,-
4,9,Moravané,3,Lišková Eva,29,M,BEZPP,38,"18,35",-,-
2,2,"Koalice SOS, SNK ED, Z",1,Lorenc Martin Mgr.,31,SNK ED,SNK ED,281,"14,85",-,-
1,5,Strana zelených,9,Lukáš Jindřich,33,SZ,BEZPP,331,"9,51",-,-
3,10,NEZ.DEMOKRATÉ(předs.V.Železný),3,Maceják Marek,36,NEZ/DEM,NEZ/DEM,61,"9,48",-,-
1,9,Občanská demokratická strana,8,Machalíčková Daniela,34,ODS,ODS,1 993,"10,67",3,-
4,1,Občanská demokratická strana,2,Major Martin Mgr.,27,ODS,ODS,1 926,"11,64",2,*
2,9,NEZ.DEMOKRATÉ(předs.V.Železný),7,Malovcová Jana,64,NEZ/DEM,BEZPP,41,"6,81",-,-
1,4,SPOLEČNĚ PRO OLOMOUC,7,Mandatová Magdaléna,54,NK,BEZPP,236,"9,25",-,-
3,6,Komunistická str.Čech a Moravy,7,Marčan Vladimír,50,KSČM,BEZPP,572,"10,53",6,-
5,5,Občanská demokratická strana,8,Marek Milan,49,ODS,ODS,1 952,"10,54",4,-
2,5,Komunistická str.Čech a Moravy,1,Marek Miroslav Ing.,53,KSČM,KSČM,777,"12,39",1,-
1,9,Občanská demokratická strana,4,Mareš Ivo MUDr.,42,ODS,ODS,2 171,"11,62",4,*
1,5,Strana zelených,5,Mareš Petr,43,SZ,BEZPP,361,"10,37",-,-
2,4,Strana zelených,9,Marešová Alexandra,63,SZ,BEZPP,270,"8,29",-,-
1,1,Komunistická str.Čech a Moravy,3,Marková Kateřina,20,KSČM,BEZPP,570,"11,34",2,-
5,3,"Koalice SOS, SNK ED, Z",9,Marková Markéta,24,SNK ED,BEZPP,234,"8,32",-,-
5,3,"Koalice SOS, SNK ED, Z",2,Maršálová Dagmar,58,SOS,SOS,309,"10,99",-,-
2,6,Občanská demokratická strana,1,Martinák Jiří,35,ODS,ODS,2 295,"11,60",1,*
3,3,Občanská demokratická strana,8,Martináková Lucie,25,ODS,ODS,1 532,"10,44",4,-
1,5,Strana zelených,1,Martínek Jaroslav Ing.,45,SZ,SZ,484,"13,91",-,-
1,1,Komunistická str.Čech a Moravy,7,Martinů Ludmila,56,KSČM,KSČM,539,"10,72",6,-
4,8,NEZ.DEMOKRATÉ(předs.V.Železný),1,Mařík Libor,47,NEZ/DEM,NEZ/DEM,51,"12,68",-,-
4,8,NEZ.DEMOKRATÉ(předs.V.Železný),7,Masaryk Milan,21,NEZ/DEM,BEZPP,43,"10,69",-,-
3,6,Komunistická str.Čech a Moravy,5,Matýsová Helena,48,KSČM,BEZPP,606,"11,16",4,-
1,1,Komunistická str.Čech a Moravy,4,Matýsová Karla,20,KSČM,BEZPP,532,"10,58",3,-
4,4,Komunistická str.Čech a Moravy,4,Matýsová Petra,26,KSČM,BEZPP,599,"11,51",3,-
2,7,Křesť.demokr.unie-Čs.str.lid.,4,Mazoch Michael MVDr.,50,KDU-ČSL,BEZPP,474,"12,72",-,-
3,2,Moravané,3,Mazur Pavel,28,M,BEZPP,45,"26,78",-,-
3,3,Občanská demokratická strana,9,Mecnarowski Martin,39,ODS,ODS,1 459,"9,94",5,-
4,3,Česká str.sociálně demokrat.,3,Mezihorák František Profesor PhDr. CSc.,69,ČSSD,ČSSD,1 353,"12,38",1,*
4,4,Komunistická str.Čech a Moravy,1,Michálek Petr Mgr.,64,KSČM,KSČM,601,"11,55",1,*
2,1,Česká str.sociálně demokrat.,7,Michlová Jana,38,ČSSD,ČSSD,1 753,"10,63",3,-
4,8,NEZ.DEMOKRATÉ(předs.V.Železný),8,Miklová Helena,42,NEZ/DEM,BEZPP,37,"9,20",-,-
3,10,NEZ.DEMOKRATÉ(předs.V.Železný),7,Mikuš Jaroslav,55,NEZ/DEM,BEZPP,63,"9,79",-,-
2,1,Česká str.sociálně demokrat.,6,Minařík František Ing.,60,ČSSD,ČSSD,1 808,"10,96",2,-
2,3,SPOLEČNĚ PRO OLOMOUC,7,Moravčíková Dana MUDr.,47,NK,BEZPP,331,"12,04",-,-
2,8,Moravané,3,Myšáková Michaela,39,M,BEZPP,45,"18,59",-,-
3,8,"Koalice SOS, SNK ED, Z",6,Navrátil Miloš,34,SOS,SOS,179,"7,81",-,-
3,5,Strana zelených,9,Navrátil Václav,45,SZ,BEZPP,236,"8,85",-,-
2,7,Křesť.demokr.unie-Čs.str.lid.,7,Navrátil Vladimír RNDr.,49,KDU-ČSL,BEZPP,373,"10,01",-,-
4,1,Občanská demokratická strana,8,Navrátilová Jana,36,ODS,ODS,1 755,"10,60",4,-
2,2,"Koalice SOS, SNK ED, Z",4,Němečková Markéta Mgr.,30,SNK ED,BEZPP,227,"11,99",-,-
5,1,SPOLEČNĚ PRO OLOMOUC,5,"Neradová Eva  DipMgmt.,",50,NK,BEZPP,313,"9,72",-,-
4,9,Moravané,1,Nerušil Jaroslav,27,M,BEZPP,82,"39,61",-,-
1,8,NEZ.DEMOKRATÉ(předs.V.Železný),8,Nesvadba Otakar,50,NEZ/DEM,BEZPP,38,"7,01",-,-
2,5,Komunistická str.Čech a Moravy,9,Nevrlý Květoslav,65,KSČM,KSČM,617,"9,84",8,-
2,10,Republikáni Miroslava Sládka,5,Novák Pavel,41,RMS,BEZPP,30,"19,35",-,-
3,4,Křesť.demokr.unie-Čs.str.lid.,9,Novotný Jaroslav Ing.,48,KDU-ČSL,KDU-ČSL,292,"8,80",8,-
4,4,Komunistická str.Čech a Moravy,3,Novotný Karel,22,KSČM,KSČM,614,"11,80",2,-
1,9,Občanská demokratická strana,1,Novotný Martin,34,ODS,ODS,2 222,"11,90",1,*
5,7,Česká str.sociálně demokrat.,8,Novotný Milan,55,ČSSD,ČSSD,1 119,"10,18",6,-
2,7,Křesť.demokr.unie-Čs.str.lid.,6,Novotný Petr Ing.,48,KDU-ČSL,KDU-ČSL,363,"9,74",-,-
5,3,"Koalice SOS, SNK ED, Z",7,Obšilová Lenka,44,SOS,BEZPP,255,"9,07",-,-
3,2,Moravané,1,Opálka Jan,56,M,M,77,"45,83",-,-
5,4,NEZ.DEMOKRATÉ(předs.V.Železný),7,Opletal Petr Ing. CSc.,66,NEZ/DEM,BEZPP,83,"22,01",-,-
4,9,Moravané,2,Orava Martin,34,M,BEZPP,56,"27,05",-,-
5,10,Moravané,4,Orság Jiří,34,M,BEZPP,32,"17,48",-,-
2,9,NEZ.DEMOKRATÉ(předs.V.Železný),2,Ostowarová Petra Mgr.,32,NEZ/DEM,BEZPP,44,"7,30",-,-
5,10,Moravané,1,Ovčáčíková Alena PhDr.,50,M,M,95,"51,91",-,-
3,4,Křesť.demokr.unie-Čs.str.lid.,4,Pachta Petr Bc.,22,KDU-ČSL,KDU-ČSL,347,"10,46",3,-
3,6,Komunistická str.Čech a Moravy,6,Pančocha Kamil,42,KSČM,BEZPP,597,"10,99",5,-
1,4,SPOLEČNĚ PRO OLOMOUC,4,Panský Ota Mgr.,52,NK,BEZPP,310,"12,15",-,-
1,4,SPOLEČNĚ PRO OLOMOUC,1,Paučková Bronislava Mgr.,43,NK,BEZPP,441,"17,28",-,-
4,7,Křesť.demokr.unie-Čs.str.lid.,4,Pazderka Stanislav,73,KDU-ČSL,KDU-ČSL,453,"9,59",4,-
5,9,Křesť.demokr.unie-Čs.str.lid.,2,Pelikán Matouš Mgr.,24,KDU-ČSL,KDU-ČSL,483,"12,50",1,-
2,7,Křesť.demokr.unie-Čs.str.lid.,3,Pelikán Vít Ing.,53,KDU-ČSL,KDU-ČSL,472,"12,67",-,-
1,4,SPOLEČNĚ PRO OLOMOUC,2,Petrů Jan,47,NK,BEZPP,279,"10,93",-,-
3,7,SPOLEČNĚ PRO OLOMOUC,7,Pikner Milan Ing.,48,NK,BEZPP,193,"8,02",-,-
1,7,Moravané,3,Plachá Alena,33,M,BEZPP,14,"17,94",-,-
3,6,Komunistická str.Čech a Moravy,4,Poč Tomáš,20,KSČM,BEZPP,601,"11,06",3,-
1,7,Moravané,4,Podzimná Irena,30,M,BEZPP,18,"23,07",-,-
4,6,"Koalice SOS, SNK ED, Z",2,Pokorná Hana PhDr.,43,SNK ED,SNK ED,298,"13,52",-,-
